x,y,live_count,dead_count,pipo_count,non_pipo_count,pipo_ba,non_pipo_ba,site,forest,elev,rep,crs
-65828.79335750431,97848.4138665805,28,4,19,9,2.7519174946574174,1.2364209256493592,eldo_3k_1,eldo,3k,1,3310
-65808.79335750431,97848.4138665805,25,13,20,5,5.038784786935896,1.316882468063298,eldo_3k_1,eldo,3k,1,3310
-65788.79335750431,97848.4138665805,25,0,22,3,2.887620372293751,0.281172311173057,eldo_3k_1,eldo,3k,1,3310
-65768.79335750431,97848.4138665805,20,1,15,5,1.4172817590156404,0.3366721555375911,eldo_3k_1,eldo,3k,1,3310
-65748.79335750431,97848.4138665805,26,0,20,6,1.5654084232978724,0.6297409813169125,eldo_3k_1,eldo,3k,1,3310
-66268.79335750431,97828.4138665805,15,12,12,3,2.4440261423690135,0.11217659888175192,eldo_3k_1,eldo,3k,1,3310
-66248.79335750431,97828.4138665805,26,9,21,5,2.889158460821794,0.49532394304297683,eldo_3k_1,eldo,3k,1,3310
-66228.79335750431,97828.4138665805,24,2,17,7,1.4155044209686576,1.1279189117433854,eldo_3k_1,eldo,3k,1,3310
-66208.79335750431,97828.4138665805,24,2,14,10,0.7956475024352669,0.20492845643733487,eldo_3k_1,eldo,3k,1,3310
-66188.79335750431,97828.4138665805,9,10,8,1,1.8405971028325476,0.003784811207636698,eldo_3k_1,eldo,3k,1,3310
-66168.79335750431,97828.4138665805,12,15,12,0,4.067178796276693,0,eldo_3k_1,eldo,3k,1,3310
-66148.79335750431,97828.4138665805,23,4,12,11,0.45577211195403255,0.7751408444164293,eldo_3k_1,eldo,3k,1,3310
-66128.79335750431,97828.4138665805,23,0,3,20,0.2890460789076447,3.2578800184659755,eldo_3k_1,eldo,3k,1,3310
-66108.79335750431,97828.4138665805,24,1,13,11,2.3371340348439062,2.31753396226865,eldo_3k_1,eldo,3k,1,3310
-66088.79335750431,97828.4138665805,25,0,10,15,1.7238659266280227,3.150127365560638,eldo_3k_1,eldo,3k,1,3310
-66068.79335750431,97828.4138665805,28,0,8,20,0.9371489813223451,2.9451818916048143,eldo_3k_1,eldo,3k,1,3310
-66048.79335750431,97828.4138665805,25,0,10,15,0.8853430559594784,1.2018920791276382,eldo_3k_1,eldo,3k,1,3310
-66028.79335750431,97828.4138665805,32,0,6,26,1.352561799420524,5.221990898640619,eldo_3k_1,eldo,3k,1,3310
-66008.79335750431,97828.4138665805,27,0,3,24,0.5080920142079356,4.732070874534379,eldo_3k_1,eldo,3k,1,3310
-65988.79335750431,97828.4138665805,27,0,8,19,2.2654402212445257,5.365646368809761,eldo_3k_1,eldo,3k,1,3310
-65968.79335750431,97828.4138665805,26,0,22,4,5.1391920375056435,0.4350300501814629,eldo_3k_1,eldo,3k,1,3310
-65948.79335750431,97828.4138665805,28,0,18,10,3.4533934631019707,1.5880032285128922,eldo_3k_1,eldo,3k,1,3310
-65928.79335750431,97828.4138665805,25,0,19,6,3.2116547233039143,0.7439212839632102,eldo_3k_1,eldo,3k,1,3310
-65908.79335750431,97828.4138665805,23,0,11,12,1.0815540039762679,1.0675330087170412,eldo_3k_1,eldo,3k,1,3310
-65888.79335750431,97828.4138665805,29,0,15,14,2.346141089593952,1.6255715736482568,eldo_3k_1,eldo,3k,1,3310
-65868.79335750431,97828.4138665805,29,3,19,10,1.225552852413014,0.5841278413596184,eldo_3k_1,eldo,3k,1,3310
-65848.79335750431,97828.4138665805,30,5,12,18,1.6522474973749908,2.4489326996951464,eldo_3k_1,eldo,3k,1,3310
-65828.79335750431,97828.4138665805,23,10,19,4,4.167565340200472,0.6341081290678955,eldo_3k_1,eldo,3k,1,3310
-65808.79335750431,97828.4138665805,23,0,16,7,2.7035202761791304,1.1810895864407505,eldo_3k_1,eldo,3k,1,3310
-65788.79335750431,97828.4138665805,26,2,16,10,2.3423187759275694,1.694628947337746,eldo_3k_1,eldo,3k,1,3310
-65768.79335750431,97828.4138665805,18,1,10,8,1.1123152804444243,0.7167001614533302,eldo_3k_1,eldo,3k,1,3310
-65748.79335750431,97828.4138665805,25,0,14,11,0.7787569173943979,0.6643890574864011,eldo_3k_1,eldo,3k,1,3310
-66268.79335750431,97808.4138665805,18,18,17,1,4.2782926253174685,0.008210164242735707,eldo_3k_1,eldo,3k,1,3310
-66248.79335750431,97808.4138665805,27,1,16,11,2.1282791280672146,1.3506719701793808,eldo_3k_1,eldo,3k,1,3310
-66228.79335750431,97808.4138665805,27,1,16,11,1.5600533156696936,1.5226564455906908,eldo_3k_1,eldo,3k,1,3310
-66208.79335750431,97808.4138665805,27,0,14,13,3.5709544266306597,2.2569062600367262,eldo_3k_1,eldo,3k,1,3310
-66188.79335750431,97808.4138665805,19,3,14,5,2.626372282179926,1.101357826942361,eldo_3k_1,eldo,3k,1,3310
-66168.79335750431,97808.4138665805,13,12,5,8,3.2845999243849313,1.230031332492737,eldo_3k_1,eldo,3k,1,3310
-66148.79335750431,97808.4138665805,23,0,9,14,0.5623494099594154,1.6092963828243898,eldo_3k_1,eldo,3k,1,3310
-66128.79335750431,97808.4138665805,29,0,13,16,0.9494087250342748,1.3266637231791112,eldo_3k_1,eldo,3k,1,3310
-66108.79335750431,97808.4138665805,20,1,7,13,1.0378012578853464,2.457558394666229,eldo_3k_1,eldo,3k,1,3310
-66088.79335750431,97808.4138665805,20,0,8,12,1.9402230177029005,3.25168215441201,eldo_3k_1,eldo,3k,1,3310
-66068.79335750431,97808.4138665805,29,0,10,19,2.2519954942354627,4.531540955048793,eldo_3k_1,eldo,3k,1,3310
-66048.79335750431,97808.4138665805,29,0,6,23,1.0362578172442638,5.442660568367742,eldo_3k_1,eldo,3k,1,3310
-66028.79335750431,97808.4138665805,22,0,5,17,1.1487994004925295,4.417044327088809,eldo_3k_1,eldo,3k,1,3310
-66008.79335750431,97808.4138665805,28,0,10,18,3.171533754819681,5.831593936812459,eldo_3k_1,eldo,3k,1,3310
-65988.79335750431,97808.4138665805,35,0,6,29,1.65740987336443,8.782904321326935,eldo_3k_1,eldo,3k,1,3310
-65968.79335750431,97808.4138665805,35,0,8,27,1.8931121380532412,9.120837939100788,eldo_3k_1,eldo,3k,1,3310
-65948.79335750431,97808.4138665805,23,0,13,10,2.7115062963651955,1.4873365941872416,eldo_3k_1,eldo,3k,1,3310
-65928.79335750431,97808.4138665805,22,0,15,7,1.5390789732816856,0.44384212112335564,eldo_3k_1,eldo,3k,1,3310
-65908.79335750431,97808.4138665805,22,1,12,10,1.7523831726736852,1.1949783693214204,eldo_3k_1,eldo,3k,1,3310
-65888.79335750431,97808.4138665805,31,0,17,14,3.089001723437143,2.47321011965855,eldo_3k_1,eldo,3k,1,3310
-65868.79335750431,97808.4138665805,27,0,18,9,2.2961743566012918,0.8460411289791718,eldo_3k_1,eldo,3k,1,3310
-65848.79335750431,97808.4138665805,22,14,16,6,4.3698439405008775,0.90289408075404,eldo_3k_1,eldo,3k,1,3310
-65828.79335750431,97808.4138665805,33,3,13,20,2.471258871656485,3.462377686779556,eldo_3k_1,eldo,3k,1,3310
-65808.79335750431,97808.4138665805,19,1,10,9,1.713521915046403,1.495453796623648,eldo_3k_1,eldo,3k,1,3310
-65788.79335750431,97808.4138665805,33,2,24,9,3.567079544433648,1.5137365352306476,eldo_3k_1,eldo,3k,1,3310
-65768.79335750431,97808.4138665805,31,0,15,16,1.6204925215981218,1.9562864484743883,eldo_3k_1,eldo,3k,1,3310
-65748.79335750431,97808.4138665805,23,1,18,5,1.0871312024714317,0.3098625899749872,eldo_3k_1,eldo,3k,1,3310
-66268.79335750431,97788.4138665805,28,2,17,11,2.4062584562271083,2.050992399189409,eldo_3k_1,eldo,3k,1,3310
-66248.79335750431,97788.4138665805,21,1,14,7,2.352090856529777,1.140887155187457,eldo_3k_1,eldo,3k,1,3310
-66228.79335750431,97788.4138665805,30,1,18,12,3.8767883706370334,2.415727880034412,eldo_3k_1,eldo,3k,1,3310
-66208.79335750431,97788.4138665805,33,0,25,8,4.20539362671753,1.9928257410086128,eldo_3k_1,eldo,3k,1,3310
-66188.79335750431,97788.4138665805,17,3,12,5,0.8020237596699353,0.48822800456039933,eldo_3k_1,eldo,3k,1,3310
-66168.79335750431,97788.4138665805,17,0,3,14,0.31876486902535717,2.2443107864562197,eldo_3k_1,eldo,3k,1,3310
-66148.79335750431,97788.4138665805,23,0,8,15,1.7750081549930385,3.503854787424418,eldo_3k_1,eldo,3k,1,3310
-66128.79335750431,97788.4138665805,26,0,8,18,1.301262072634861,2.4044583228063594,eldo_3k_1,eldo,3k,1,3310
-66108.79335750431,97788.4138665805,40,0,12,28,1.5915975972660943,4.6486169985962675,eldo_3k_1,eldo,3k,1,3310
-66088.79335750431,97788.4138665805,24,0,7,17,1.5421644244055412,3.3040347291442873,eldo_3k_1,eldo,3k,1,3310
-66068.79335750431,97788.4138665805,31,0,4,27,0.7375564692993893,6.022125546756117,eldo_3k_1,eldo,3k,1,3310
-66048.79335750431,97788.4138665805,31,0,8,23,1.9043779805603112,6.965019282660561,eldo_3k_1,eldo,3k,1,3310
-66028.79335750431,97788.4138665805,24,0,8,16,2.1585002450921182,5.134290224999857,eldo_3k_1,eldo,3k,1,3310
-66008.79335750431,97788.4138665805,36,0,13,23,2.5558998489275835,4.847828539598285,eldo_3k_1,eldo,3k,1,3310
-65988.79335750431,97788.4138665805,26,0,5,21,1.0185704003116742,4.985720045316067,eldo_3k_1,eldo,3k,1,3310
-65968.79335750431,97788.4138665805,28,0,14,14,2.3514897074584686,2.416529334434233,eldo_3k_1,eldo,3k,1,3310
-65948.79335750431,97788.4138665805,25,0,13,12,2.838207367707424,1.788698025142797,eldo_3k_1,eldo,3k,1,3310
-65928.79335750431,97788.4138665805,26,0,18,8,3.4734827803475232,1.1412527558557803,eldo_3k_1,eldo,3k,1,3310
-65908.79335750431,97788.4138665805,24,2,17,7,2.5595089178772,0.6481705047161872,eldo_3k_1,eldo,3k,1,3310
-65888.79335750431,97788.4138665805,27,0,19,8,3.6628226294926347,0.9620031300713023,eldo_3k_1,eldo,3k,1,3310
-65868.79335750431,97788.4138665805,31,0,25,6,4.407989801774275,0.9325269079848183,eldo_3k_1,eldo,3k,1,3310
-65848.79335750431,97788.4138665805,23,4,16,7,3.1399522734887584,1.6002799319145566,eldo_3k_1,eldo,3k,1,3310
-65828.79335750431,97788.4138665805,29,1,15,14,2.0812597829245316,2.4208596210854503,eldo_3k_1,eldo,3k,1,3310
-65808.79335750431,97788.4138665805,32,0,11,21,1.645469319712633,2.636013876473284,eldo_3k_1,eldo,3k,1,3310
-65788.79335750431,97788.4138665805,28,0,6,22,0.9993996785491298,4.620150911650409,eldo_3k_1,eldo,3k,1,3310
-65768.79335750431,97788.4138665805,21,1,11,10,1.6022603202551498,1.4147934633683483,eldo_3k_1,eldo,3k,1,3310
-65748.79335750431,97788.4138665805,29,1,13,16,1.9263224964635934,2.2610061939669928,eldo_3k_1,eldo,3k,1,3310
-66268.79335750431,97768.4138665805,9,9,8,1,1.711350317185091,0.003223856697720043,eldo_3k_1,eldo,3k,1,3310
-66248.79335750431,97768.4138665805,8,13,6,2,1.6626252567008162,0.3443255271345129,eldo_3k_1,eldo,3k,1,3310
-66228.79335750431,97768.4138665805,22,0,16,6,2.99581889117451,0.4935126480218521,eldo_3k_1,eldo,3k,1,3310
-66208.79335750431,97768.4138665805,30,0,14,16,2.684841061923061,2.782815532216723,eldo_3k_1,eldo,3k,1,3310
-66188.79335750431,97768.4138665805,26,1,15,11,1.9285857657169507,0.8574030564700289,eldo_3k_1,eldo,3k,1,3310
-66168.79335750431,97768.4138665805,25,0,8,17,1.2871303970070975,3.353664764298687,eldo_3k_1,eldo,3k,1,3310
-66148.79335750431,97768.4138665805,30,0,16,14,3.0770263092206003,3.533894814165264,eldo_3k_1,eldo,3k,1,3310
-66128.79335750431,97768.4138665805,22,0,5,17,0.9053386174563871,3.219671991017042,eldo_3k_1,eldo,3k,1,3310
-66108.79335750431,97768.4138665805,30,0,8,22,1.2408087381578308,3.00590898121705,eldo_3k_1,eldo,3k,1,3310
-66088.79335750431,97768.4138665805,27,0,4,23,0.668039186707187,4.697124280411674,eldo_3k_1,eldo,3k,1,3310
-66068.79335750431,97768.4138665805,33,0,5,28,0.8321668259141699,5.709883890163462,eldo_3k_1,eldo,3k,1,3310
-66048.79335750431,97768.4138665805,31,3,5,26,1.777146551320379,5.709104188459486,eldo_3k_1,eldo,3k,1,3310
-66028.79335750431,97768.4138665805,29,2,7,22,1.8971813220542542,5.449175296377636,eldo_3k_1,eldo,3k,1,3310
-66008.79335750431,97768.4138665805,22,0,10,12,0.7724722769122545,1.9619265745159757,eldo_3k_1,eldo,3k,1,3310
-65988.79335750431,97768.4138665805,33,0,13,20,1.229821103889863,2.210993721558389,eldo_3k_1,eldo,3k,1,3310
-65968.79335750431,97768.4138665805,29,0,6,23,0.5975163016512486,3.6485290814040634,eldo_3k_1,eldo,3k,1,3310
-65948.79335750431,97768.4138665805,26,0,9,17,1.3887445610030054,2.3046063127034375,eldo_3k_1,eldo,3k,1,3310
-65928.79335750431,97768.4138665805,18,0,13,5,1.2812379076602867,0.43807732215067735,eldo_3k_1,eldo,3k,1,3310
-65908.79335750431,97768.4138665805,22,0,21,1,3.65457328837634,0.2262173132982493,eldo_3k_1,eldo,3k,1,3310
-65888.79335750431,97768.4138665805,23,0,18,5,3.512595606397067,1.250388218449636,eldo_3k_1,eldo,3k,1,3310
-65868.79335750431,97768.4138665805,25,1,18,7,2.8964680941425405,1.33583146197793,eldo_3k_1,eldo,3k,1,3310
-65848.79335750431,97768.4138665805,17,1,10,7,1.6160664108365628,0.6174708149960829,eldo_3k_1,eldo,3k,1,3310
-65828.79335750431,97768.4138665805,31,0,16,15,2.162657262143511,2.4427126932360976,eldo_3k_1,eldo,3k,1,3310
-65808.79335750431,97768.4138665805,24,3,10,14,1.3749864818855477,2.0810627608671597,eldo_3k_1,eldo,3k,1,3310
-65788.79335750431,97768.4138665805,25,7,15,10,3.49825550731237,2.184299531315981,eldo_3k_1,eldo,3k,1,3310
-65768.79335750431,97768.4138665805,26,2,19,7,3.6203146243892323,1.036315114100344,eldo_3k_1,eldo,3k,1,3310
-65748.79335750431,97768.4138665805,21,0,14,7,2.386252190714886,1.05772290629701,eldo_3k_1,eldo,3k,1,3310
-66268.79335750431,97748.4138665805,7,9,6,1,0.8846899018439973,0.028106206153927053,eldo_3k_1,eldo,3k,1,3310
-66248.79335750431,97748.4138665805,22,4,10,12,2.500623856542486,2.9859548758517276,eldo_3k_1,eldo,3k,1,3310
-66228.79335750431,97748.4138665805,34,0,23,11,3.283817023050964,2.4072427587163086,eldo_3k_1,eldo,3k,1,3310
-66208.79335750431,97748.4138665805,31,0,19,12,2.7918569999662073,1.310069323845489,eldo_3k_1,eldo,3k,1,3310
-66188.79335750431,97748.4138665805,25,2,16,9,1.8966104691047552,0.9394382129313292,eldo_3k_1,eldo,3k,1,3310
-66168.79335750431,97748.4138665805,34,0,7,27,1.9116139655380706,7.449480498797095,eldo_3k_1,eldo,3k,1,3310
-66148.79335750431,97748.4138665805,22,0,14,8,3.6667658020807607,2.6008959799681013,eldo_3k_1,eldo,3k,1,3310
-66128.79335750431,97748.4138665805,31,1,15,16,3.8903903167118696,5.327208170179723,eldo_3k_1,eldo,3k,1,3310
-66108.79335750431,97748.4138665805,29,0,18,11,3.5388371086880817,3.2710537519257614,eldo_3k_1,eldo,3k,1,3310
-66088.79335750431,97748.4138665805,26,4,15,11,4.322042012660741,2.0895262390000764,eldo_3k_1,eldo,3k,1,3310
-66068.79335750431,97748.4138665805,16,2,6,10,1.9712990050162784,2.9980888746599827,eldo_3k_1,eldo,3k,1,3310
-66048.79335750431,97748.4138665805,32,1,10,22,1.957289068136171,4.390225120618539,eldo_3k_1,eldo,3k,1,3310
-66028.79335750431,97748.4138665805,29,1,7,22,1.4077040353712127,4.279699480679344,eldo_3k_1,eldo,3k,1,3310
-66008.79335750431,97748.4138665805,23,0,7,16,1.1029105849081127,2.308845594872469,eldo_3k_1,eldo,3k,1,3310
-65988.79335750431,97748.4138665805,20,0,11,9,1.2122533087610743,0.7306111007591304,eldo_3k_1,eldo,3k,1,3310
-65968.79335750431,97748.4138665805,23,0,10,13,1.014794995725617,1.1303903295562665,eldo_3k_1,eldo,3k,1,3310
-65948.79335750431,97748.4138665805,22,0,8,14,1.8506152035439756,2.7745744386336773,eldo_3k_1,eldo,3k,1,3310
-65928.79335750431,97748.4138665805,31,0,15,16,1.2431768495059097,2.3542966316259983,eldo_3k_1,eldo,3k,1,3310
-65908.79335750431,97748.4138665805,26,0,14,12,2.3196491191279622,1.4539276833655153,eldo_3k_1,eldo,3k,1,3310
-65888.79335750431,97748.4138665805,24,1,11,13,1.7725458704555948,2.019133158401851,eldo_3k_1,eldo,3k,1,3310
-65868.79335750431,97748.4138665805,24,0,21,3,3.0255677507892784,0.44746667821915337,eldo_3k_1,eldo,3k,1,3310
-65848.79335750431,97748.4138665805,18,1,12,6,1.5143862778271693,0.7205948182629575,eldo_3k_1,eldo,3k,1,3310
-65828.79335750431,97748.4138665805,21,0,5,16,1.470182758295037,3.1862882892741653,eldo_3k_1,eldo,3k,1,3310
-65808.79335750431,97748.4138665805,30,3,21,9,3.677507448218117,1.605641486621363,eldo_3k_1,eldo,3k,1,3310
-65788.79335750431,97748.4138665805,29,6,10,19,2.831841827907371,3.6721665245583583,eldo_3k_1,eldo,3k,1,3310
-65768.79335750431,97748.4138665805,17,9,14,3,3.840447925431266,0.21214166962359277,eldo_3k_1,eldo,3k,1,3310
-65748.79335750431,97748.4138665805,24,0,15,9,2.146810118818333,0.6500736428816097,eldo_3k_1,eldo,3k,1,3310
-66268.79335750431,97728.4138665805,24,0,15,9,1.7117382728174575,0.890810744947804,eldo_3k_1,eldo,3k,1,3310
-66248.79335750431,97728.4138665805,33,0,19,14,2.26583334128293,1.5849130145262258,eldo_3k_1,eldo,3k,1,3310
-66228.79335750431,97728.4138665805,20,0,15,5,1.7509060841277073,0.5206417509442094,eldo_3k_1,eldo,3k,1,3310
-66208.79335750431,97728.4138665805,28,0,19,9,2.396655636811619,0.7762945759271052,eldo_3k_1,eldo,3k,1,3310
-66188.79335750431,97728.4138665805,28,4,16,12,2.272018612008234,1.4421633046088762,eldo_3k_1,eldo,3k,1,3310
-66168.79335750431,97728.4138665805,45,0,24,21,3.8720031768971452,4.468132362359892,eldo_3k_1,eldo,3k,1,3310
-66148.79335750431,97728.4138665805,21,2,11,10,1.8998774811039727,1.1232039414810977,eldo_3k_1,eldo,3k,1,3310
-66128.79335750431,97728.4138665805,17,2,13,4,2.3869427480120056,0.8420020065614883,eldo_3k_1,eldo,3k,1,3310
-66108.79335750431,97728.4138665805,9,1,7,2,1.429618552958537,0.41366988645782365,eldo_3k_1,eldo,3k,1,3310
-66088.79335750431,97728.4138665805,31,4,11,20,3.5513978066419627,5.769819873368093,eldo_3k_1,eldo,3k,1,3310
-66068.79335750431,97728.4138665805,24,3,10,14,2.491584083299847,3.0019414145780843,eldo_3k_1,eldo,3k,1,3310
-66048.79335750431,97728.4138665805,26,0,12,14,2.2390180339158183,3.0326852279277188,eldo_3k_1,eldo,3k,1,3310
-66028.79335750431,97728.4138665805,31,1,9,22,2.5986107492155224,5.610047167399413,eldo_3k_1,eldo,3k,1,3310
-66008.79335750431,97728.4138665805,26,0,11,15,1.0096663545361566,1.9392818973900026,eldo_3k_1,eldo,3k,1,3310
-65988.79335750431,97728.4138665805,27,1,9,18,1.6602540139491626,2.2035868178146223,eldo_3k_1,eldo,3k,1,3310
-65968.79335750431,97728.4138665805,20,1,6,14,0.3938728800388845,0.7323604421832396,eldo_3k_1,eldo,3k,1,3310
-65948.79335750431,97728.4138665805,30,0,7,23,0.8777876843249296,3.8201834084020576,eldo_3k_1,eldo,3k,1,3310
-65928.79335750431,97728.4138665805,34,0,8,26,2.2488066629426324,6.443159000118645,eldo_3k_1,eldo,3k,1,3310
-65908.79335750431,97728.4138665805,26,0,12,14,2.341479179250922,3.454636153557806,eldo_3k_1,eldo,3k,1,3310
-65888.79335750431,97728.4138665805,20,1,20,0,5.560598556328091,0,eldo_3k_1,eldo,3k,1,3310
-65868.79335750431,97728.4138665805,26,0,17,9,2.5057215533304977,1.4352610333459062,eldo_3k_1,eldo,3k,1,3310
-65848.79335750431,97728.4138665805,25,0,6,19,1.0274437504263965,4.894641754353767,eldo_3k_1,eldo,3k,1,3310
-65828.79335750431,97728.4138665805,30,0,22,8,5.920230445834571,1.7291669202543465,eldo_3k_1,eldo,3k,1,3310
-65808.79335750431,97728.4138665805,24,0,5,19,0.7344433701795439,2.806343583624203,eldo_3k_1,eldo,3k,1,3310
-65788.79335750431,97728.4138665805,29,0,11,18,1.4325992023237126,2.1308589232928434,eldo_3k_1,eldo,3k,1,3310
-65768.79335750431,97728.4138665805,16,2,9,7,1.6332211536385415,0.7177513635383738,eldo_3k_1,eldo,3k,1,3310
-65748.79335750431,97728.4138665805,22,1,17,5,1.7622140524985275,0.14094078167677018,eldo_3k_1,eldo,3k,1,3310
-66268.79335750431,97708.4138665805,40,0,15,25,1.5941911982973858,2.754844682958724,eldo_3k_1,eldo,3k,1,3310
-66248.79335750431,97708.4138665805,25,1,20,5,2.7648893804174977,0.541769650242234,eldo_3k_1,eldo,3k,1,3310
-66228.79335750431,97708.4138665805,23,0,13,10,1.3140268766985292,0.9304789694743357,eldo_3k_1,eldo,3k,1,3310
-66208.79335750431,97708.4138665805,16,0,12,4,1.3071050000994047,0.16241102792092116,eldo_3k_1,eldo,3k,1,3310
-66188.79335750431,97708.4138665805,30,1,12,18,1.9904387764571356,3.7776291504980097,eldo_3k_1,eldo,3k,1,3310
-66168.79335750431,97708.4138665805,35,0,14,21,4.277037845755294,6.583586686457823,eldo_3k_1,eldo,3k,1,3310
-66148.79335750431,97708.4138665805,27,0,21,6,5.524073700576682,1.376995291363931,eldo_3k_1,eldo,3k,1,3310
-66128.79335750431,97708.4138665805,14,1,10,4,1.9537894684124182,0.8313935127402377,eldo_3k_1,eldo,3k,1,3310
-66108.79335750431,97708.4138665805,14,1,12,2,3.2511565433663434,0.4975440760537739,eldo_3k_1,eldo,3k,1,3310
-66088.79335750431,97708.4138665805,19,2,9,10,1.2359767516738576,2.1932407763684068,eldo_3k_1,eldo,3k,1,3310
-66068.79335750431,97708.4138665805,29,0,9,20,1.5997695751861265,5.094555137436879,eldo_3k_1,eldo,3k,1,3310
-66048.79335750431,97708.4138665805,26,3,9,17,2.08181129479202,2.423866084836802,eldo_3k_1,eldo,3k,1,3310
-66028.79335750431,97708.4138665805,33,0,5,28,0.7729301527130785,6.438387029037159,eldo_3k_1,eldo,3k,1,3310
-66008.79335750431,97708.4138665805,22,1,8,14,0.8205427007151035,1.5434391020608256,eldo_3k_1,eldo,3k,1,3310
-65988.79335750431,97708.4138665805,24,0,10,14,0.8273948699787284,1.9093568120619784,eldo_3k_1,eldo,3k,1,3310
-65968.79335750431,97708.4138665805,26,4,6,20,1.081843524759003,2.932292951433572,eldo_3k_1,eldo,3k,1,3310
-65948.79335750431,97708.4138665805,24,3,3,21,0.93119485120013,3.0148704720182935,eldo_3k_1,eldo,3k,1,3310
-65928.79335750431,97708.4138665805,30,0,11,19,2.131930518117168,3.8647854927864485,eldo_3k_1,eldo,3k,1,3310
-65908.79335750431,97708.4138665805,23,0,7,16,1.9497647580667083,4.472900087275232,eldo_3k_1,eldo,3k,1,3310
-65888.79335750431,97708.4138665805,22,0,4,18,0.7301036036043281,3.601883099251897,eldo_3k_1,eldo,3k,1,3310
-65868.79335750431,97708.4138665805,23,0,15,8,2.653304135623689,0.9984652849483017,eldo_3k_1,eldo,3k,1,3310
-65848.79335750431,97708.4138665805,20,1,15,5,3.4671688322359255,0.5148897658438996,eldo_3k_1,eldo,3k,1,3310
-65828.79335750431,97708.4138665805,24,0,11,13,2.002475364671882,2.0407714276391875,eldo_3k_1,eldo,3k,1,3310
-65808.79335750431,97708.4138665805,22,0,11,11,1.5868358456456992,1.346604350309988,eldo_3k_1,eldo,3k,1,3310
-65788.79335750431,97708.4138665805,28,1,20,8,2.146142983714706,0.47326288408782885,eldo_3k_1,eldo,3k,1,3310
-65768.79335750431,97708.4138665805,27,0,19,8,3.0345055334838706,1.1827211556004618,eldo_3k_1,eldo,3k,1,3310
-65748.79335750431,97708.4138665805,23,1,14,9,2.115484400155128,0.7957404674976417,eldo_3k_1,eldo,3k,1,3310
-66268.79335750431,97688.4138665805,29,1,23,6,2.8016116930383923,0.678352648136514,eldo_3k_1,eldo,3k,1,3310
-66248.79335750431,97688.4138665805,26,0,15,11,1.9517594298528516,1.5734950523976836,eldo_3k_1,eldo,3k,1,3310
-66228.79335750431,97688.4138665805,25,2,15,10,2.206915683116183,1.467384353215511,eldo_3k_1,eldo,3k,1,3310
-66208.79335750431,97688.4138665805,24,1,10,14,1.186406254784413,1.7735217015357947,eldo_3k_1,eldo,3k,1,3310
-66188.79335750431,97688.4138665805,31,0,18,13,4.283960963952301,3.8301200588193,eldo_3k_1,eldo,3k,1,3310
-66168.79335750431,97688.4138665805,32,1,28,4,6.1114878367967576,0.869147807277236,eldo_3k_1,eldo,3k,1,3310
-66148.79335750431,97688.4138665805,34,0,15,19,3.1073082997170305,3.7054519416176888,eldo_3k_1,eldo,3k,1,3310
-66128.79335750431,97688.4138665805,13,1,12,1,3.11827596431017,0.2123552040870184,eldo_3k_1,eldo,3k,1,3310
-66108.79335750431,97688.4138665805,32,0,16,16,4.215920892393836,4.676548680761014,eldo_3k_1,eldo,3k,1,3310
-66088.79335750431,97688.4138665805,27,0,7,20,1.7994503916921358,5.227843205703687,eldo_3k_1,eldo,3k,1,3310
-66068.79335750431,97688.4138665805,26,0,6,20,1.1405908296640779,4.221936072070803,eldo_3k_1,eldo,3k,1,3310
-66048.79335750431,97688.4138665805,29,0,10,19,1.2798846894298659,3.424828897785584,eldo_3k_1,eldo,3k,1,3310
-66028.79335750431,97688.4138665805,33,1,10,23,1.6576494008635008,3.14642213777384,eldo_3k_1,eldo,3k,1,3310
-66008.79335750431,97688.4138665805,25,1,7,18,1.18612005221415,4.562355251511936,eldo_3k_1,eldo,3k,1,3310
-65988.79335750431,97688.4138665805,23,0,7,16,1.5552905954735952,2.960596755767331,eldo_3k_1,eldo,3k,1,3310
-65968.79335750431,97688.4138665805,33,0,7,26,1.2502101854967989,6.796267917956346,eldo_3k_1,eldo,3k,1,3310
-65948.79335750431,97688.4138665805,31,0,10,21,1.4980016747867837,4.206824016206242,eldo_3k_1,eldo,3k,1,3310
-65928.79335750431,97688.4138665805,31,0,13,18,2.8235697198338636,2.9093378760875868,eldo_3k_1,eldo,3k,1,3310
-65908.79335750431,97688.4138665805,24,0,6,18,1.0972344038934887,4.215291334968378,eldo_3k_1,eldo,3k,1,3310
-65888.79335750431,97688.4138665805,31,0,10,21,2.1259618112986822,2.8480966633589335,eldo_3k_1,eldo,3k,1,3310
-65868.79335750431,97688.4138665805,33,2,13,20,4.010444316195892,5.997693355164306,eldo_3k_1,eldo,3k,1,3310
-65848.79335750431,97688.4138665805,23,1,13,10,2.9474819361949463,2.1973910256701994,eldo_3k_1,eldo,3k,1,3310
-65828.79335750431,97688.4138665805,29,0,16,13,3.0313972352768803,2.697524146406997,eldo_3k_1,eldo,3k,1,3310
-65808.79335750431,97688.4138665805,14,0,6,8,0.9134962123424462,1.3289881750099908,eldo_3k_1,eldo,3k,1,3310
-65788.79335750431,97688.4138665805,20,0,6,14,0.7491947991732075,0.343150375206767,eldo_3k_1,eldo,3k,1,3310
-65768.79335750431,97688.4138665805,31,0,17,14,3.0429436820270666,2.1776823723693273,eldo_3k_1,eldo,3k,1,3310
