forest,elev,rep,site,plot,live_count,dead_count,pipo_count,abco_count,cade_count,pipo_and_dead_count,total_count,live_tpha,dead_tpha,pipo_tpha,abco_tpha,cade_tpha,pipo_and_dead_tpha,overall_tpha,live_ba,dead_ba,pipo_ba,pipo_and_dead_ba,total_ba,live_bapha,dead_bapha,pipo_bapha,pipo_and_dead_bapha,overall_bapha,live_qmd,dead_qmd,pipo_qmd,pipo_and_dead_qmd,overall_qmd,live_sdi_ac,pipo_and_dead_sdi_ac,overall_sdi_ac,plot_cwd,plot_cwd_zscore,pipo_and_dead_tpha_s,overall_tpha_s,pipo_and_dead_bapha_s,overall_bapha_s,pipo_and_dead_qmd_s,overall_qmd_s,live_sdi_ac_s,pipo_and_dead_sdi_ac_s,overall_sdi_ac_s,x_3310,y_3310
eldorado,4000,3,eldo_4k_3,eldo_4k_3_5,8,17,5,0,3,22,25,197.68413041222084,420.0787771259693,123.55258150763802,0,74.13154890458281,543.6313586336073,617.7629075381901,3744.1122337993206,17136.846943077373,2295.739575547033,19432.586518624405,20880.959176876695,92518.94638804704,423460.3357436969,56728.910205617016,480189.2459493139,515979.28213174397,24.410939545621755,35.8258132373523,24.178612085891118,33.535827254391144,32.610711710111445,74.56909374307853,359.7642248596282,389.07383058007906,627.3683787891572,-0.01323083168109841,1.2613395433462884,1.0718844015157445,0.7033590715135621,0.6098476821242718,-1.2075171565457066,-0.9206312044627594,-0.8386117359267581,0.808288832927501,0.6854520671196209,-35414.92393667093,81330.79361757822
eldorado,5000,1,eldo_5k_1,eldo_5k_1_1,1,11,0,0,1,11,12,24.710516301527605,271.81567931680365,0,0,24.710516301527605,271.81567931680365,296.52619561833126,1966.4810556294788,36003.086512314505,0,36003.086512314505,37969.56756794399,48592.76218177745,889654.8561678561,0,889654.8561678561,938247.6183496338,50.038,64.55480651071896,NaN,64.55480651071896,63.472011498507484,33.205132709648936,573.3378321594209,607.0104545885358,653.9841916881699,0.15961383373975965,-0.1938006332446037,-0.79555728417573,0.9928922192212134,0.6371833527594779,0.3841025644064147,1.070795073194202,-1.1532791697928808,1.0358428087049767,0.500498872694149,-30191.36993408729,58131.88144212356
eldorado,5000,1,eldo_5k_1,eldo_5k_1_2,8,5,0,0,8,5,13,197.68413041222084,123.55258150763802,0,0,197.68413041222084,123.55258150763802,321.23671191985886,7630.913293712498,17861.742662674253,0,17861.742662674253,25492.65595638675,188563.80733982637,441372.8832397032,0,441372.8832397032,629936.6905795295,34.84964233675864,67.44223764971028,NaN,67.44223764971028,49.967880193949824,140.03137211202477,281.59433588000894,430.5966157572618,660.7478472042347,0.2035374132724195,-0.7752025329784148,-0.716001555758157,-0.5344098188233122,-0.36816865482425887,0.5136995443204663,0.2675967682993239,0.06061390045935412,-0.6303533979410226,-0.43681937517189406,-30376.388882251103,58155.0145618082
eldorado,5000,1,eldo_5k_1,eldo_5k_1_3,13,6,2,0,10,8,19,321.23671191985886,148.26309780916563,49.42103260305521,0,247.10516301527605,197.68413041222084,469.4998097290245,4850.153319173339,30018.111122954415,198.88268554576788,30216.99380850018,34868.26444212775,119849.792658341,741763.0242448321,4914.493843270286,746677.5180881025,861612.8169031731,21.795212960648033,79.81253675540788,11.252228668135038,69.34827993541008,48.33852835335827,99.1486603797341,473.33376559779094,593.4679686141695,664.9300017438213,0.23069657256151938,-0.48450158311150926,-0.23866718525271902,0.5057667200247791,0.38728967548304427,0.5992487096250496,0.17068622981849613,-0.40394649914452513,0.46470275424227653,0.4285452249002029,-30420.73993894498,58051.24322188739
eldorado,5000,1,eldo_5k_1,eldo_5k_1_4,15,8,2,3,4,10,23,370.6577445229141,197.68413041222084,49.42103260305521,74.13154890458281,98.84206520611042,247.10516301527605,568.3418749351349,14998.034673806835,26424.947047178237,3959.260229424117,30384.207276602356,41422.98172098507,370609.18029798,652974.0847763015,97835.36444117456,750809.4492174762,1023583.2650742816,35.680144655910055,64.85106740447685,50.20501315605843,62.19837155424569,47.886359312166476,273.73521669836646,488.01500673729095,706.5567973517618,667.808342544633,0.24938868820612367,-0.2907009498669056,0.079555728417573,0.5198442587527609,0.9154490774731129,0.2783383612020681,0.14379213354377926,1.5799238688474422,0.5485497931907034,1.0294063790351908,-30399.80843663673,57895.3196498598
eldorado,5000,1,eldo_5k_1,eldo_5k_1_5,25,18,13,0,12,31,43,617.7629075381901,444.7892934274969,321.23671191985886,0,296.52619561833126,766.0260053473557,1062.552200965687,5912.212195361694,4643.36599695365,1938.0040953041996,6581.37009225785,10555.578192315344,146093.81583157546,114739.97116168214,47889.08178944168,162629.05295112383,260833.78699325758,17.35242042367577,18.123215939782874,13.777192557601524,16.44115671701807,17.67916890869946,127.36545136699304,143.55102856823152,226.4228450246968,666.0312416457843,0.23784808971130963,1.7442056992014334,1.670670296769033,-1.4840933791754405,-1.571753450891377,-1.775389179553999,-1.6528702048558008,-0.08331210036939068,-1.418741958196934,-1.5216311014576476,-30303.353395662394,57914.19569912646
eldorado,5000,2,eldo_5k_2,eldo_5k_2_1,30,13,1,18,18,14,43,741.3154890458281,321.23671191985886,24.710516301527605,444.7892934274969,444.7892934274969,345.94722822138647,1062.552200965687,22492.238289658828,19143.712584790926,194.77835496507817,19338.490939756004,41635.95087444975,555794.8209144578,473051.0218982353,4813.073715549294,477864.0956137846,1028845.8428126931,30.89660566038498,43.30085440265585,15.748000000000001,41.937480168187776,35.11196017525705,424.3338122053367,340.0779587085399,762.7254895900119,617.7465358875774,-0.07571564938573891,-0.7214107266547315,0.22660836558113057,-0.6926653252446745,0.7125826326600855,0.5346704386105013,-0.10527226077591902,-0.1656293784436772,-0.7915504174174912,0.8848083772670977,-28140.30792187053,56327.17490737699
eldorado,5000,2,eldo_5k_2,eldo_5k_2_2,45,20,16,1,31,36,65,1111.9732335687422,494.2103260305521,395.3682608244417,24.710516301527605,766.0260053473557,889.5785868549938,1606.1835595992943,27079.359756432652,5988.725024705416,19071.861464254896,25060.58648896031,33068.084781138066,669144.9606962596,147984.4873483495,471275.54361294676,619260.0309612962,817129.448044609,27.68012190403471,19.525728570273635,38.95754757425061,29.771411404231408,25.45088579749088,523.9552454958973,476.8390380211256,652.3066637079465,620.7810088807947,-0.05600960203594168,1.2140814668091822,1.5385515347350447,1.4259288944109525,-0.37574146742230163,-0.9128991653472746,-1.0856800028102938,0.5985088347661219,1.5881234036484566,-0.029487315611483263,-28173.12232842899,56178.998915859964
eldorado,5000,2,eldo_5k_2,eldo_5k_2_3,18,4,8,2,7,12,22,444.7892934274969,98.84206520611042,197.68413041222084,49.42103260305521,172.97361411069323,296.52619561833126,543.6313586336073,36625.93134562115,2027.7926606002761,17587.15787975132,19614.950540351598,38653.724006221426,905045.6735746023,50107.80359588115,434587.75148513465,484695.55508101586,955153.4771704834,50.89945653060661,25.40603178381071,52.906361729946994,45.62029034687672,47.29763109386039,616.0260729282057,338.32594788588324,661.1998128956099,630.4570812232885,0.006827384870003616,-0.8973645624241783,-1.0257010231566965,-0.5903067213462172,0.33376842883636604,0.9728665539908946,1.1313320384287622,1.3047307313902314,-0.8220358033902864,0.0441501998525159,-28340.324980587055,56104.315569152124
eldorado,5000,2,eldo_5k_2,eldo_5k_2_4,14,13,3,2,9,16,27,345.94722822138647,321.23671191985886,74.13154890458281,49.42103260305521,222.39464671374844,395.3682608244417,667.1839401412453,22649.976327901877,20402.01926763374,2642.8341987288186,23044.853466362558,43051.99559553561,559692.6092798336,504144.4296969438,65305.79754992312,569450.2272468669,1063837.0389767773,45.38631444767086,44.70128007459845,33.49109837951969,42.823488543088125,45.05778317770293,391.1375054132395,403.31235022631677,744.6988249897715,634.925638044085,0.035846457536888594,-0.5454568908852848,-0.7275321210762615,0.6796078493807963,0.8924542109466814,0.6400914104331764,0.9040318281090812,-0.42025898694661973,0.3087423474703354,0.7355430534484032,-28428.95700637229,56111.17873234674
eldorado,5000,2,eldo_5k_2,eldo_5k_2_5,18,21,12,9,6,33,39,444.7892934274969,518.9208423320797,296.52619561833126,222.39464671374844,148.26309780916563,815.447037950411,963.7101357595766,14673.944570176076,9046.907344050454,9940.73933717844,18987.646681228893,23720.851914226532,362600.7465090484,223553.75140356855,245640.80144058456,469194.5528441531,586154.4979126169,32.21753016949347,23.42046336412831,32.47684101530402,27.06659722486987,27.828378197951192,274.1827312774283,369.2885481971068,458.40833566104993,637.6190121735503,0.053337388662193744,0.9501507131550121,-0.011926756083217456,-0.8225646972008562,-1.5630638050208308,-1.2347292376872965,-0.84441160295163,-1.3173512007660573,-0.2832795303110164,-1.6350143149565317,-28415.519429401873,56219.95848016115
eldorado,5000,3,eldo_5k_3,eldo_5k_3_1,4,1,3,0,0,4,5,98.84206520611042,24.710516301527605,74.13154890458281,0,0,98.84206520611042,123.55258150763802,3770.815717947759,1201.7074574276255,3168.796562032022,4370.504019459648,4972.523175375384,93178.8032684046,29694.81171643263,78302.5991023169,107997.41081874954,122873.61498483723,34.64517169823235,39.116,36.672592363598554,37.298453547030604,35.584303123708914,69.29021737124836,78.95817001683805,90.81170070792015,598.9073128132034,-0.1980586798779571,-1.064775756677565,-1.275775337747703,-1.1705994877053645,-1.2902676434091078,-0.8199741470340088,0.35127104259489395,-1.4091727603121187,-1.1611679107020287,-1.2928462903986393,-36408.72183552535,74645.55623731995
eldorado,5000,3,eldo_5k_3,eldo_5k_3_2,11,13,8,0,1,21,24,271.81567931680365,321.23671191985886,197.68413041222084,0,24.710516301527605,518.9208423320797,593.0523912366625,10412.129304982842,16016.719389784446,7501.550874298906,23518.270264083352,26428.84869476729,257289.09092439178,395781.4055782618,185367.19516610177,581148.6007443636,653070.4965026537,34.715905152328304,39.60683750605152,34.55298688246792,37.76140113169229,37.44454526362952,191.2372278657142,423.68077121520605,477.0383738029017,598.5801795427736,-0.20018310271223225,1.38133071136549,-0.07578863392560617,1.11063443785082,0.22269422709829076,-0.6567289105265984,1.1024010093519336,-0.43465408820980744,1.145983440519636,0.1871685915207093,-36524.89293446445,74666.30098319473
eldorado,5000,3,eldo_5k_3,eldo_5k_3_3,29,16,0,10,25,16,45,716.6049727443005,395.3682608244417,0,247.10516301527605,617.7629075381901,395.3682608244417,1111.9732335687422,21141.356150384898,21787.458856982117,0,21787.458856982117,42928.81500736702,522413.8257904869,538379.3572543185,0,538379.3572543185,1060793.1830448057,30.46649413417281,41.63881467152974,NaN,41.63881467152974,34.851642676414045,400.1364473696849,383.7747503797843,787.7564950596287,598.4467693860414,-0.20104947617193525,0.6618876325292974,1.2505124597725008,0.904428363984235,1.3861655713905847,0.7105301730484137,0.055436857565476526,1.234728286714893,0.8789013589495254,1.3778358229081318,-36617.72744745727,74639.36858300539
eldorado,5000,3,eldo_5k_3,eldo_5k_3_4,29,7,2,8,19,9,36,716.6049727443005,172.97361411069323,49.42103260305521,197.68413041222084,469.4998097290245,222.39464671374844,889.5785868549938,16062.981782626046,10562.57075552689,2883.6215927959497,13446.192348322838,26625.552538152937,396924.57319072186,261006.57684048594,71255.77837622131,332262.3552167072,657931.1500312078,26.556396470855027,43.83195634628755,42.84589270863661,43.61475772666353,30.6869074470965,313.77743171817576,234.335487679242,503.0994596920121,596.4345164591814,-0.21411716586471047,-0.34533267784137245,0.682097705330455,-0.08933664748293334,0.2365645151192182,1.4072900267502437,-1.6262030575923785,0.5446049871315002,-0.12126223829231897,0.28703428605127934,-36678.655873408294,74577.1696159034
eldorado,5000,3,eldo_5k_3,eldo_5k_3_5,13,3,4,0,11,7,16,321.23671191985886,74.13154890458281,98.84206520611042,0,271.81567931680365,172.97361411069323,395.3682608244417,14021.913386073416,1375.7108057497067,6482.106097102649,7857.816902852355,15397.624191823123,346488.7193051753,33994.5242916658,160176.18838068648,194170.71267235227,380483.24359684106,37.05843059485717,24.16339793985937,45.42376529967545,37.805674585399785,35.00434260202582,253.69838641165967,141.52013594306354,282.267003529369,596.224188154079,-0.21548305033579152,-0.6331099093758495,-0.5810461934296469,-0.7551266666467564,-0.5551566701989863,-0.6411171422380525,0.11709414808007158,0.06449357467553295,-0.7424546504748133,-0.5591924100814811,-36699.746539531225,74758.22648695437
sequoia,4000,1,sequ_4k_1,sequ_4k_1_1,8,16,4,0,2,20,24,197.68413041222084,395.3682608244417,98.84206520611042,0,49.42103260305521,494.2103260305521,593.0523912366625,2428.0915690872994,15047.083957783474,832.2670344176402,15879.350992201114,17475.175526870775,59999.39629953345,371821.21342926304,20565.748121201133,392386.96155046416,431820.6097287965,19.658147814583145,34.60359656885394,16.2763271348299,31.794824758126914,30.44810101631956,50.82819694827915,297.60841598792956,330.7936302128713,760.032633996117,0.8482986993370928,1.0681424390230896,-0.07341131763485924,-0.9193304952950461,-1.049026565375157,-0.8363400981672352,-0.6987279825133128,-0.7806687404500666,-0.36160799754956036,-0.9269879482890968,92934.49433409741,-147402.2550353976
sequoia,4000,1,sequ_4k_1,sequ_4k_1_2,19,15,1,0,25,16,34,469.4998097290245,370.6577445229141,24.710516301527605,0,617.7629075381901,395.3682608244417,840.1575542519386,6068.93681864655,15806.841151942263,170.45639596839823,15977.29754791066,21875.777970588813,149966.56219010663,390595.20596072666,4212.065551276749,394807.2715120034,540561.7681508333,20.166687424666712,36.629582973329086,14.732,35.657158341628964,28.62182712135453,126.29934726469894,291.65136650604626,420.0273357415354,763.744488911116,0.8724037050082728,0.2464944090053285,1.1501106429461319,-0.8385415549500204,-0.03737362592748086,-0.45140507906538635,-0.9846970181585257,0.351165693052608,-0.7606177959859998,0.17831744370575184,92883.89436534696,-147508.0695061125
sequoia,4000,1,sequ_4k_1,sequ_4k_1_3,5,7,0,0,8,7,12,123.55258150763802,172.97361411069323,0,0,197.68413041222084,172.97361411069323,296.52619561833126,1213.159046455229,17932.935063487454,0,17932.935063487454,19146.094109942682,29977.786393777616,443132.0842205427,0,443132.0842205427,473109.8706143203,17.576359532053274,57.11257314162218,NaN,57.11257314162218,45.0717614366246,26.05784688904416,293.73623153355663,331.1590189953718,767.5416017001395,0.8970623803631919,-1.6022136585346338,-1.5416376703320485,0.7745206036719503,-0.6648996832580254,1.6869240754000712,1.5911334011088762,-1.152147577189853,-0.6209712181081374,-0.9224620105945948,92803.30500763583,-147613.76804015832
sequoia,4000,1,sequ_4k_1,sequ_4k_1_4,7,17,0,0,16,17,24,172.97361411069323,420.0787771259693,0,0,395.3682608244417,420.0787771259693,593.0523912366625,6305.82256512463,16587.22134050032,0,16587.22134050032,22893.04390562495,155820.13129005278,409878.8033314797,0,409878.8033314797,565698.9346215324,33.867014402976665,35.24661531351378,NaN,35.24661531351378,34.849873744391104,116.47896330479475,303.59252475028114,420.0990537590023,767.9874385262436,0.8999576711188285,0.45190641650976876,-0.07341131763485924,-0.33546008835246327,0.1964852801067116,-0.49232137615704225,-0.009471729304851323,0.20389022859451983,0.03921426158211394,0.17920578865276132,92787.55383586965,-147780.66522487346
sequoia,4000,1,sequ_4k_1,sequ_4k_1_5,15,14,0,1,19,14,29,370.6577445229141,345.94722822138647,0,24.710516301527605,469.4998097290245,345.94722822138647,716.6049727443005,10208.838264368926,18592.820213516123,0,18592.820213516123,28801.65847788505,252265.6643513471,459438.1869774621,0,459438.1869774621,711703.8513288092,29.43727408575733,41.12100084246144,NaN,41.12100084246144,35.560250245424896,194.75307233813376,328.4468223154375,526.0778669085586,766.586664240572,0.890860959939812,-0.16432960600355204,0.5383496626556363,1.3188115349255793,1.5548145944539493,0.09314247798959252,0.10176332886781363,1.377760395992792,1.7039827500615912,1.4919267265251792,92852.6653591185,-147882.764241362
sequoia,4000,2,sequ_4k_2,sequ_4k_2_1,0,7,0,1,2,7,7,0,172.97361411069323,0,24.710516301527605,49.42103260305521,172.97361411069323,172.97361411069323,0,20389.300909908394,0,20389.300909908394,20389.300909908394,0,503830.15251104295,0,503830.15251104295,503830.15251104295,NaN,60.89858573070478,NaN,60.89858573070478,60.89858573070478,NaN,329.0766881938891,329.0766881938891,763.2973131345675,0.8694997190291441,-1.2649110640673515,-0.8952019223630087,-0.18155126013207087,-0.5788030108312768,0.9475178808308536,0.9030564221694714,NaN,-0.3858961893436726,-0.9170535192896561,93973.21368915918,-151791.61799288355
sequoia,4000,2,sequ_4k_2,sequ_4k_2_2,2,14,1,1,7,15,16,49.42103260305521,345.94722822138647,24.710516301527605,24.710516301527605,172.97361411069323,370.6577445229141,395.3682608244417,2134.3532434544804,17094.536868572734,979.0095203642757,18073.546388937008,19228.890112027217,52740.97061560025,422414.83195793116,24191.830712312156,446606.6626702433,475155.8025735315,36.86151754879335,39.42935847816954,35.306000000000004,39.16797499318374,39.117597775809294,38.66418856248727,322.86700196703174,343.6078342093655,761.239758287863,0.8561378359856657,1.2649110640673515,0.2896241513527382,-0.6267642115586133,-0.8605544977088384,-1.119270248261116,-0.8296026591446214,-0.7071067811865474,-0.4683600592947041,-0.6882070190000132,93919.19496234025,-151663.06321751792
sequoia,4000,2,sequ_4k_2,sequ_4k_2_3,0,9,0,2,2,9,9,0,222.39464671374844,0,49.42103260305521,49.42103260305521,222.39464671374844,222.39464671374844,0,22090.82462471779,0,22090.82462471779,22090.82462471779,0,545875.6820032763,0,545875.6820032763,545875.6820032763,NaN,55.90359905726603,NaN,55.90359905726603,55.90359905726603,NaN,363.6262450993359,363.6262450993359,757.0137225866408,0.8286937098338232,-0.6324555320336758,-0.6319072393150649,0.14557339325078472,-0.16566756131603572,0.4724470562538595,0.5057094772696961,NaN,0.07291768038037337,-0.37294329040966956,93923.78458665956,-151553.64232155355
sequoia,4000,2,sequ_4k_2,sequ_4k_2_4,0,11,0,2,1,11,11,0,271.81567931680365,0,49.42103260305521,24.710516301527605,271.81567931680365,271.81567931680365,0,29772.357995592127,0,29772.357995592127,29772.357995592127,0,735690.337584995,0,735690.337584995,735690.337584995,NaN,58.70368080452877,NaN,58.70368080452877,58.70368080452877,NaN,484.5902213006769,484.5902213006769,757.2289822969979,0.830091619142715,0,-0.36861255626712114,1.6223785176963135,1.6994335327924257,0.7387615094292297,0.7284536006245868,NaN,1.67930441842259,1.5320807583001577,93867.55206766725,-151354.0878668269
sequoia,4000,2,sequ_4k_2,sequ_4k_2_5,13,13,0,7,14,13,26,321.23671191985886,321.23671191985886,0,172.97361411069323,345.94722822138647,321.23671191985886,642.4734238397177,6042.182663750202,16342.126932860858,0,16342.126932860858,22384.30959661106,149305.45320940684,403822.3939760915,0,403822.3939760915,553127.8471854983,24.326538063478047,40.00715537539215,NaN,40.00715537539215,33.108555808012945,120.43419657123002,290.51686894359983,415.63478737642737,729.1075264163362,0.6474692190197906,0.6324555320336758,1.606097566592457,-0.9596364392564155,-0.09440846293627758,-1.0394561982528252,-1.3076168409191327,0.7071067811865477,-0.8979658501645852,0.4461230703991829,94017.80214385403,-151304.18180683628
sequoia,4000,3,sequ_4k_3,sequ_4k_3_1,0,16,0,0,1,16,16,0,395.3682608244417,0,0,24.710516301527605,395.3682608244417,395.3682608244417,0,12963.198779247105,0,12963.198779247105,12963.198779247105,0,320327.3347545283,0,320327.3347545283,320327.3347545283,NaN,32.11819705400663,NaN,32.11819705400663,32.11819705400663,NaN,242.3895287931512,242.3895287931512,829.0953334935489,1.2967959604572925,1.18850076144086,0.9871352947927474,1.4263196140308327,0.8828202168502525,-0.6402187925240286,-0.328096999707136,NaN,1.4279245963367821,1.0099000504233369,125165.09665028389,-252536.38122902904
sequoia,4000,3,sequ_4k_3,sequ_4k_3_2,3,12,0,0,0,12,15,74.13154890458281,296.52619561833126,0,0,0,296.52619561833126,370.6577445229141,4543.240599083984,6383.0447849390885,0,6383.0447849390885,10926.285384023073,112265.82088542683,157728.3322116181,0,157728.3322116181,269994.1530970449,43.911401678075975,26.024259573200798,NaN,26.024259573200798,30.454095102848374,79.05464590769444,125.26948843538612,206.81806426238452,815.6595823780431,1.209543396913623,0.5282225606403822,0.7129310462392064,-0.7432420701157648,0.012043872912985537,-1.0330141670327784,-0.6019746407768255,0.6434424667448408,-0.49838109917951723,0.14073964145571893,125040.57232723811,-252579.30793309072
sequoia,4000,3,sequ_4k_3,sequ_4k_3_3,3,11,0,0,0,11,14,74.13154890458281,271.81567931680365,0,0,0,271.81567931680365,345.94722822138647,257.0527041461606,10563.786853476724,0,10563.786853476724,10820.839557622885,6351.905036155454,261036.62724869957,0,261036.62724869957,267388.532284855,10.444929679035662,34.96781788496909,NaN,34.96781788496909,31.3705057475512,6.223409055287229,193.70030642777687,203.43021039836924,819.3487264733757,1.2335009171767277,0.36315301044026277,0.4387267976856656,0.6352025393941534,-0.033034003942991476,-0.4565415091532415,-0.4511519189792385,-1.0966257233674126,0.6271194901723713,0.05796013015887032,124944.37237958985,-252668.4826816013
sequoia,4000,3,sequ_4k_3,sequ_4k_3_4,7,2,0,0,0,2,9,172.97361411069323,49.42103260305521,0,0,0,49.42103260305521,222.39464671374844,1265.2992460543617,5833.419182362034,0,5833.419182362034,7098.718428416396,31266.197645936893,144146.79979940088,0,144146.79979940088,175412.99744533777,15.170596729952884,60.93988834909366,NaN,60.93988834909366,31.69011240820147,28.113639835134876,94.13480887334006,133.14409837561288,827.2312821102764,1.2846907003665529,-1.1224729413608123,-0.932294445082039,-0.924460723814243,-1.6242332351825686,1.2175336149936553,-0.39855110433075425,-0.5736290546245821,-1.0104617848182829,-1.6594250457481972,124845.82728755909,-252745.6914081215
sequoia,4000,3,sequ_4k_3,sequ_4k_3_5,5,3,0,0,0,3,8,123.55258150763802,74.13154890458281,0,0,0,74.13154890458281,197.68413041222084,5238.6966141453,7442.823477471506,0,7442.823477471506,12681.520091616807,129450.89808259491,183916.010869452,0,183916.010869452,313366.90895204694,36.52428149053723,56.20349092360723,NaN,56.20349092360723,44.925790015313034,95.1007411732008,122.3620099156613,219.50870016441735,817.6229837650322,1.222293841813,-0.9574033911606928,-1.20649869363558,-0.3938193594949773,0.7624031493623241,0.9122408537163922,1.779774663793952,1.0268123112471537,-0.546201202511354,0.45082522371027256,124812.87285105963,-252586.406468526
sequoia,5000,1,sequ_5k_1,sequ_5k_1_1,16,12,0,1,16,12,28,395.3682608244417,296.52619561833126,0,24.710516301527605,395.3682608244417,296.52619561833126,691.8944564427729,10064.17327908659,59335.344460821165,0,59335.344460821165,69399.51773990775,248690.9178742677,1466206.996555877,0,1466206.996555877,1714897.9144301447,28.29984916479238,79.34529337438148,NaN,79.34529337438148,56.17644726726165,193.74129487595508,901.1104766397016,1141.0729512099917,715.7213158205161,0.5605383745452451,0.6708203932499374,1.5430334996209192,1.7533836029732393,1.6894690135883437,1.694757668000647,1.4390843212668032,0.5928908207215468,1.7454088753547512,1.6855063969886992,129030.70229546743,-222529.45267931186
sequoia,5000,1,sequ_5k_1,sequ_5k_1_2,2,8,1,0,2,9,10,49.42103260305521,197.68413041222084,24.710516301527605,0,49.42103260305521,222.39464671374844,247.10516301527605,2720.4617845265557,10673.184998213872,591.0236036193214,11264.208601833194,13393.646782740429,67224.01527422633,263739.91188758373,14604.498391822832,278344.4102794066,330963.9271618101,41.61609979322906,41.21516894299962,27.432000000000002,39.919413032870224,41.295666518413285,47.9255331868754,200.3469664718892,236.37157626151543,664.3060790541774,0.22664478166002927,-1.0062305898749049,-1.2344267996967353,-0.6593257840201934,-0.7727115647723263,-0.632830973934835,-0.38874724833613294,-1.0614363593859855,-0.6859414346088172,-0.8013087660887893,129093.22035687383,-222388.2723902152
sequoia,5000,1,sequ_5k_1,sequ_5k_1_3,11,7,2,3,8,9,18,271.81567931680365,172.97361411069323,49.42103260305521,74.13154890458281,197.68413041222084,222.39464671374844,444.7892934274969,15226.863771367265,18077.34669503024,923.5250514030993,19000.87174643334,33304.210466397504,376263.6654435109,446700.57019591087,22820.780837565402,469521.3510334763,822964.2356394217,41.982079614131464,57.34207215848213,24.247356721919196,51.84663419055174,48.5364912960685,267.70728801235236,318.2308187284253,566.3147271426344,720.684925370433,0.5927723489570125,-1.0062305898749049,0,-0.2710195903047225,0.10261458172410601,0.07131727224248592,0.5006555553161973,1.432059038421521,-0.27693477749136525,0.10562876411166942,129192.22355014354,-222486.33901037648
sequoia,5000,1,sequ_5k_1,sequ_5k_1_4,7,11,0,5,7,11,18,172.97361411069323,271.81567931680365,0,123.55258150763802,172.97361411069323,271.81567931680365,444.7892934274969,4940.549933444332,12247.018428290701,0,12247.018428290701,17187.568361735033,122083.53966888729,302630.14851738635,0,302630.14851738635,424713.6881862736,29.977380872918168,37.65077346543434,NaN,37.65077346543434,34.867918807981646,93.85711172379965,220.77851811650584,315.36311214283995,752.3944085713991,0.798695611016862,0.11180339887499,0,-0.6099981687776661,-0.6059197647703568,-0.7667648174931594,-1.1782784150713994,-0.5403276814304375,-0.6150526701349375,-0.5841792749396854,129265.04150495284,-222514.12800892955
sequoia,5000,1,sequ_5k_1,sequ_5k_1_5,7,9,4,0,4,13,16,172.97361411069323,222.39464671374844,98.84206520611042,0,98.84206520611042,321.23671191985886,395.3682608244417,5558.935740934919,16006.585240202494,4149.478217077319,20156.06345727981,21565.52098113741,137364.17224551673,395530.98550981487,102535.74912592278,498066.7346357376,532895.1577553316,31.79815091659082,47.586432828415845,36.3430865365065,44.431015726196705,41.42619500086872,104.18223374291989,349.7778642474012,380.3129678375924,803.1863299200907,1.1285413566609033,1.229837387624885,-0.3086066999241838,-0.21304005987065705,-0.413452265769767,-0.3664791488151395,-0.37271421317547004,-0.42318581832664515,-0.16747999311963174,-0.405647120071894,129377.93440812739,-222417.40884484164
sequoia,5000,2,sequ_5k_2,sequ_5k_2_1,19,19,2,6,20,21,38,469.4998097290245,469.4998097290245,49.42103260305521,148.26309780916563,494.2103260305521,518.9208423320797,938.999619458049,15250.831035128576,15111.739832116315,5362.029214557631,20473.769046673944,30362.570867244893,376855.9089053878,373418.8934659542,132498.5103155936,505917.4037815478,750274.8023713421,31.96870275754085,31.822587760731743,58.42579753841619,35.23256906410804,31.8957289287255,285.47047430748705,374.7615689052859,568.6361940988174,587.0849894775101,-0.274833547856192,1.7230995806825715,1.665662277629333,0.5910380015986119,1.0706121994192486,-1.3559442010523377,-1.1166142570366369,1.2076287804633485,0.8933250501922478,1.308133928168279,100081.35341689234,-138526.01907391194
sequoia,5000,2,sequ_5k_2,sequ_5k_2_2,6,7,0,4,4,7,13,148.26309780916563,172.97361411069323,0,98.84206520611042,98.84206520611042,172.97361411069323,321.23671191985886,5121.799198717507,18419.678267908508,0,18419.678267908508,23541.477466626016,126562.30259305998,455159.76010804693,0,455159.76010804693,581722.0627011069,32.96785626434735,57.882470541606985,NaN,57.882470541606985,48.01757695165065,95.19543554440433,300.7811785958032,401.2971732188484,591.4882909008196,-0.2462382476056651,-0.28718326344709527,-0.6737510336478203,0.2720925867505065,-0.19889916754616133,0.3643964038573417,0.7443324626969704,-0.7665983298860065,0.20082392811503152,-0.34093520888885526,99859.67947244462,-138530.0862802458
sequoia,5000,2,sequ_5k_2,sequ_5k_2_3,13,3,0,2,12,3,16,321.23671191985886,74.13154890458281,0,49.42103260305521,296.52619561833126,74.13154890458281,395.3682608244417,8994.057753980585,7041.6631662700165,0,7041.6631662700165,16035.720920250602,222247.810746618,174003.13245998172,0,174003.13245998172,396250.94320659974,29.679817022036012,54.66785772279723,NaN,54.66785772279723,35.722291713298574,171.25530430262623,116.50681085813343,292.59499139157816,588.1679447132375,-0.267800772411937,-0.8615497903412858,-0.3930214362945619,-1.494609150220048,-1.5958369740910896,0.12023512276940977,-0.6749136869977735,0.0225722091833022,-1.5240954173300687,-1.4121582400711887,99897.38104249226,-138710.2656697221
